id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
SE;Sudeste/Centro-Oeste;02/11/2007 00:00:00;29.866,08083333
N;Norte;03/11/2007 00:00:00;3.496,17500000
NE;Nordeste;03/11/2007 00:00:00;7.377,94583333
S;Sul;03/11/2007 00:00:00;6.780,82458333
SE;Sudeste/Centro-Oeste;03/11/2007 00:00:00;29.959,29416667
N;Norte;04/11/2007 00:00:00;3.321,89250000
NE;Nordeste;04/11/2007 00:00:00;6.876,30791667
S;Sul;04/11/2007 00:00:00;5.951,54166667
SE;Sudeste/Centro-Oeste;04/11/2007 00:00:00;27.314,61958333
N;Norte;05/11/2007 00:00:00;3.541,37541667
NE;Nordeste;05/11/2007 00:00:00;7.808,77833333
S;Sul;05/11/2007 00:00:00;8.021,55041667
SE;Sudeste/Centro-Oeste;05/11/2007 00:00:00;31.394,92166667
N;Norte;06/11/2007 00:00:00;3.540,31375000
NE;Nordeste;06/11/2007 00:00:00;7.975,74666667
S;Sul;06/11/2007 00:00:00;8.441,30166667
SE;Sudeste/Centro-Oeste;06/11/2007 00:00:00;32.200,95125000
N;Norte;07/11/2007 00:00:00;3.610,20083333
NE;Nordeste;07/11/2007 00:00:00;7.991,01416667
S;Sul;07/11/2007 00:00:00;8.725,85291667
SE;Sudeste/Centro-Oeste;07/11/2007 00:00:00;32.742,20041667
N;Norte;08/11/2007 00:00:00;3.625,83708333
NE;Nordeste;08/11/2007 00:00:00;8.095,23291667
S;Sul;08/11/2007 00:00:00;9.086,21708333
SE;Sudeste/Centro-Oeste;08/11/2007 00:00:00;33.132,77375000
N;Norte;09/11/2007 00:00:00;3.593,70875000
NE;Nordeste;09/11/2007 00:00:00;8.058,89583333
S;Sul;09/11/2007 00:00:00;8.976,78291667
SE;Sudeste/Centro-Oeste;09/11/2007 00:00:00;33.347,11750000
N;Norte;10/11/2007 00:00:00;3.448,58916667
NE;Nordeste;10/11/2007 00:00:00;7.631,61416667
S;Sul;10/11/2007 00:00:00;7.749,65666667
SE;Sudeste/Centro-Oeste;10/11/2007 00:00:00;31.112,98416667
N;Norte;11/11/2007 00:00:00;3.320,10041667
NE;Nordeste;11/11/2007 00:00:00;7.064,52833333
S;Sul;11/11/2007 00:00:00;6.267,12041667
SE;Sudeste/Centro-Oeste;11/11/2007 00:00:00;27.928,93083333
N;Norte;12/11/2007 00:00:00;3.548,81958333
NE;Nordeste;12/11/2007 00:00:00;7.963,01833333
S;Sul;12/11/2007 00:00:00;8.138,63833333
SE;Sudeste/Centro-Oeste;12/11/2007 00:00:00;32.212,72375000
N;Norte;13/11/2007 00:00:00;3.562,66041667
NE;Nordeste;13/11/2007 00:00:00;8.023,50291667
S;Sul;13/11/2007 00:00:00;8.637,74791667
SE;Sudeste/Centro-Oeste;13/11/2007 00:00:00;32.089,26541667
N;Norte;14/11/2007 00:00:00;3.567,20250000
NE;Nordeste;14/11/2007 00:00:00;7.913,99666667
S;Sul;14/11/2007 00:00:00;8.632,78208333
SE;Sudeste/Centro-Oeste;14/11/2007 00:00:00;32.845,53708333
N;Norte;15/11/2007 00:00:00;3.446,03166667
NE;Nordeste;15/11/2007 00:00:00;7.345,13625000
S;Sul;15/11/2007 00:00:00;7.288,37000000
SE;Sudeste/Centro-Oeste;15/11/2007 00:00:00;29.517,12750000
N;Norte;16/11/2007 00:00:00;3.571,94541667
NE;Nordeste;16/11/2007 00:00:00;7.732,78458333
S;Sul;16/11/2007 00:00:00;7.848,63541667
SE;Sudeste/Centro-Oeste;16/11/2007 00:00:00;30.480,01416667
N;Norte;17/11/2007 00:00:00;3.503,78250000
NE;Nordeste;17/11/2007 00:00:00;7.441,36416667
S;Sul;17/11/2007 00:00:00;7.264,50000000
SE;Sudeste/Centro-Oeste;17/11/2007 00:00:00;28.623,23833333
N;Norte;18/11/2007 00:00:00;3.392,37500000
NE;Nordeste;18/11/2007 00:00:00;6.792,14625000
S;Sul;18/11/2007 00:00:00;6.254,49375000
SE;Sudeste/Centro-Oeste;18/11/2007 00:00:00;26.424,74208333
N;Norte;19/11/2007 00:00:00;3.609,56291667
NE;Nordeste;19/11/2007 00:00:00;7.716,51958333
S;Sul;19/11/2007 00:00:00;8.417,77916667
SE;Sudeste/Centro-Oeste;19/11/2007 00:00:00;31.768,83750000
N;Norte;20/11/2007 00:00:00;3.635,68291667
NE;Nordeste;20/11/2007 00:00:00;7.892,86375000
S;Sul;20/11/2007 00:00:00;8.886,13833333
SE;Sudeste/Centro-Oeste;20/11/2007 00:00:00;31.425,38166667
N;Norte;21/11/2007 00:00:00;3.661,53291667
NE;Nordeste;21/11/2007 00:00:00;8.015,53333333
S;Sul;21/11/2007 00:00:00;8.861,25583333
SE;Sudeste/Centro-Oeste;21/11/2007 00:00:00;32.718,34208333
N;Norte;22/11/2007 00:00:00;3.638,45083333
NE;Nordeste;22/11/2007 00:00:00;8.054,56333333
S;Sul;22/11/2007 00:00:00;8.946,52041667
SE;Sudeste/Centro-Oeste;22/11/2007 00:00:00;32.284,03458333
N;Norte;23/11/2007 00:00:00;3.618,44541667
NE;Nordeste;23/11/2007 00:00:00;8.002,11791667
S;Sul;23/11/2007 00:00:00;8.944,95083333
SE;Sudeste/Centro-Oeste;23/11/2007 00:00:00;32.431,01583333
N;Norte;24/11/2007 00:00:00;3.461,24291667
NE;Nordeste;24/11/2007 00:00:00;7.488,92291667
S;Sul;24/11/2007 00:00:00;7.924,87041667
SE;Sudeste/Centro-Oeste;24/11/2007 00:00:00;30.612,20250000
N;Norte;25/11/2007 00:00:00;3.360,05500000
NE;Nordeste;25/11/2007 00:00:00;6.944,93041667
S;Sul;25/11/2007 00:00:00;6.583,54291667
SE;Sudeste/Centro-Oeste;25/11/2007 00:00:00;27.650,25000000
N;Norte;26/11/2007 00:00:00;3.581,93916667
NE;Nordeste;26/11/2007 00:00:00;7.746,76000000
S;Sul;26/11/2007 00:00:00;8.658,20125000
SE;Sudeste/Centro-Oeste;26/11/2007 00:00:00;32.722,84375000
N;Norte;27/11/2007 00:00:00;3.596,87666667
NE;Nordeste;27/11/2007 00:00:00;7.860,28541667
S;Sul;27/11/2007 00:00:00;8.949,98333333
SE;Sudeste/Centro-Oeste;27/11/2007 00:00:00;32.930,52333333
N;Norte;28/11/2007 00:00:00;3.563,65375000
NE;Nordeste;28/11/2007 00:00:00;7.975,60541667
S;Sul;28/11/2007 00:00:00;9.019,70041667
SE;Sudeste/Centro-Oeste;28/11/2007 00:00:00;32.522,25291667
N;Norte;29/11/2007 00:00:00;3.571,13666667
NE;Nordeste;29/11/2007 00:00:00;7.944,24041667
S;Sul;29/11/2007 00:00:00;9.039,01750000
SE;Sudeste/Centro-Oeste;29/11/2007 00:00:00;32.314,07375000
N;Norte;30/11/2007 00:00:00;3.590,82083333
NE;Nordeste;30/11/2007 00:00:00;7.897,87916667
S;Sul;30/11/2007 00:00:00;9.116,21958333
SE;Sudeste/Centro-Oeste;30/11/2007 00:00:00;32.385,69708333
N;Norte;01/12/2007 00:00:00;3.457,83416667
NE;Nordeste;01/12/2007 00:00:00;7.463,88833333
S;Sul;01/12/2007 00:00:00;8.111,51791667
SE;Sudeste/Centro-Oeste;01/12/2007 00:00:00;30.040,17708333
N;Norte;02/12/2007 00:00:00;3.306,57958333
NE;Nordeste;02/12/2007 00:00:00;6.865,49958333
S;Sul;02/12/2007 00:00:00;6.927,34041667
SE;Sudeste/Centro-Oeste;02/12/2007 00:00:00;27.277,97416667
N;Norte;03/12/2007 00:00:00;3.506,37750000
NE;Nordeste;03/12/2007 00:00:00;7.798,64000000
S;Sul;03/12/2007 00:00:00;9.242,48750000
SE;Sudeste/Centro-Oeste;03/12/2007 00:00:00;32.718,40041667
N;Norte;04/12/2007 00:00:00;3.569,96375000
NE;Nordeste;04/12/2007 00:00:00;7.977,07500000
S;Sul;04/12/2007 00:00:00;9.592,13333333
SE;Sudeste/Centro-Oeste;04/12/2007 00:00:00;34.128,86916667
N;Norte;05/12/2007 00:00:00;3.567,14375000
NE;Nordeste;05/12/2007 00:00:00;8.003,58250000
S;Sul;05/12/2007 00:00:00;9.392,11708333
SE;Sudeste/Centro-Oeste;05/12/2007 00:00:00;34.191,84791667
N;Norte;06/12/2007 00:00:00;3.613,47708333
NE;Nordeste;06/12/2007 00:00:00;7.929,61666667
S;Sul;06/12/2007 00:00:00;9.118,78791667
SE;Sudeste/Centro-Oeste;06/12/2007 00:00:00;34.685,29083333
N;Norte;07/12/2007 00:00:00;3.573,60000000
NE;Nordeste;07/12/2007 00:00:00;7.972,49291667
S;Sul;07/12/2007 00:00:00;9.126,59458333
SE;Sudeste/Centro-Oeste;07/12/2007 00:00:00;34.208,03166667
N;Norte;08/12/2007 00:00:00;3.430,41083333
NE;Nordeste;08/12/2007 00:00:00;7.485,53291667
S;Sul;08/12/2007 00:00:00;8.200,67000000
SE;Sudeste/Centro-Oeste;08/12/2007 00:00:00;31.039,55375000
N;Norte;09/12/2007 00:00:00;3.310,53333333
NE;Nordeste;09/12/2007 00:00:00;6.937,90916667
S;Sul;09/12/2007 00:00:00;7.077,24916667
SE;Sudeste/Centro-Oeste;09/12/2007 00:00:00;28.513,09041667
N;Norte;10/12/2007 00:00:00;3.522,81375000
NE;Nordeste;10/12/2007 00:00:00;7.728,97041667
S;Sul;10/12/2007 00:00:00;9.460,34166667
SE;Sudeste/Centro-Oeste;10/12/2007 00:00:00;33.959,14333333
N;Norte;11/12/2007 00:00:00;3.541,86583333
NE;Nordeste;11/12/2007 00:00:00;7.823,00833333
S;Sul;11/12/2007 00:00:00;9.328,17916667
SE;Sudeste/Centro-Oeste;11/12/2007 00:00:00;34.800,95125000
N;Norte;12/12/2007 00:00:00;3.577,55041667
NE;Nordeste;12/12/2007 00:00:00;7.826,91583333
S;Sul;12/12/2007 00:00:00;9.101,88666667
SE;Sudeste/Centro-Oeste;12/12/2007 00:00:00;34.724,89375000
N;Norte;13/12/2007 00:00:00;3.593,90000000
NE;Nordeste;13/12/2007 00:00:00;7.696,09125000
S;Sul;13/12/2007 00:00:00;9.150,29458333
SE;Sudeste/Centro-Oeste;13/12/2007 00:00:00;33.522,91208333
N;Norte;14/12/2007 00:00:00;3.585,63166667
NE;Nordeste;14/12/2007 00:00:00;7.903,15458333
S;Sul;14/12/2007 00:00:00;9.248,18083333
SE;Sudeste/Centro-Oeste;14/12/2007 00:00:00;32.912,62375000
N;Norte;15/12/2007 00:00:00;3.489,57875000
NE;Nordeste;15/12/2007 00:00:00;7.577,15125000
S;Sul;15/12/2007 00:00:00;8.325,87708333
SE;Sudeste/Centro-Oeste;15/12/2007 00:00:00;30.382,90041667
N;Norte;16/12/2007 00:00:00;3.344,93541667
NE;Nordeste;16/12/2007 00:00:00;6.926,53333333
S;Sul;16/12/2007 00:00:00;7.173,30750000
SE;Sudeste/Centro-Oeste;16/12/2007 00:00:00;27.594,55083333
N;Norte;17/12/2007 00:00:00;3.495,66333333
NE;Nordeste;17/12/2007 00:00:00;7.633,03750000
S;Sul;17/12/2007 00:00:00;9.053,24458333
SE;Sudeste/Centro-Oeste;17/12/2007 00:00:00;32.490,12875000
N;Norte;18/12/2007 00:00:00;3.557,21500000
NE;Nordeste;18/12/2007 00:00:00;7.762,47416667
S;Sul;18/12/2007 00:00:00;9.348,57625000
SE;Sudeste/Centro-Oeste;18/12/2007 00:00:00;33.388,92125000
N;Norte;19/12/2007 00:00:00;3.590,39791667
NE;Nordeste;19/12/2007 00:00:00;7.823,13916667
S;Sul;19/12/2007 00:00:00;9.259,38166667
SE;Sudeste/Centro-Oeste;19/12/2007 00:00:00;33.536,06750000
N;Norte;20/12/2007 00:00:00;3.573,91625000
NE;Nordeste;20/12/2007 00:00:00;7.837,65250000
S;Sul;20/12/2007 00:00:00;9.166,73458333
SE;Sudeste/Centro-Oeste;20/12/2007 00:00:00;32.675,83041667
N;Norte;21/12/2007 00:00:00;3.600,88166667
NE;Nordeste;21/12/2007 00:00:00;7.822,48541667
S;Sul;21/12/2007 00:00:00;8.908,77583333
SE;Sudeste/Centro-Oeste;21/12/2007 00:00:00;31.922,91833333
N;Norte;22/12/2007 00:00:00;3.510,47541667
NE;Nordeste;22/12/2007 00:00:00;7.466,24333333
S;Sul;22/12/2007 00:00:00;8.071,23750000
SE;Sudeste/Centro-Oeste;22/12/2007 00:00:00;29.496,32833333
N;Norte;23/12/2007 00:00:00;3.420,85041667
NE;Nordeste;23/12/2007 00:00:00;6.966,43208333
S;Sul;23/12/2007 00:00:00;7.141,95750000
SE;Sudeste/Centro-Oeste;23/12/2007 00:00:00;27.003,20125000
N;Norte;24/12/2007 00:00:00;3.452,84416667
NE;Nordeste;24/12/2007 00:00:00;7.096,29333333
S;Sul;24/12/2007 00:00:00;7.065,94166667
SE;Sudeste/Centro-Oeste;24/12/2007 00:00:00;27.103,36208333
N;Norte;25/12/2007 00:00:00;3.315,14250000
NE;Nordeste;25/12/2007 00:00:00;6.453,98083333
S;Sul;25/12/2007 00:00:00;6.166,44166667
SE;Sudeste/Centro-Oeste;25/12/2007 00:00:00;24.448,85750000
N;Norte;26/12/2007 00:00:00;3.529,55250000
NE;Nordeste;26/12/2007 00:00:00;7.492,82458333
S;Sul;26/12/2007 00:00:00;8.070,61708333
SE;Sudeste/Centro-Oeste;26/12/2007 00:00:00;30.381,04291667
N;Norte;27/12/2007 00:00:00;3.564,90833333
NE;Nordeste;27/12/2007 00:00:00;7.576,72375000
S;Sul;27/12/2007 00:00:00;8.553,47500000
SE;Sudeste/Centro-Oeste;27/12/2007 00:00:00;31.767,07541667
N;Norte;28/12/2007 00:00:00;3.525,25166667
NE;Nordeste;28/12/2007 00:00:00;7.465,53291667
S;Sul;28/12/2007 00:00:00;8.519,88958333
SE;Sudeste/Centro-Oeste;28/12/2007 00:00:00;32.234,65291667
N;Norte;29/12/2007 00:00:00;3.448,33958333
NE;Nordeste;29/12/2007 00:00:00;7.230,17708333
S;Sul;29/12/2007 00:00:00;7.633,29750000
SE;Sudeste/Centro-Oeste;29/12/2007 00:00:00;30.104,73666667
N;Norte;30/12/2007 00:00:00;3.387,59416667
NE;Nordeste;30/12/2007 00:00:00;6.887,80666667
S;Sul;30/12/2007 00:00:00;6.693,08083333
SE;Sudeste/Centro-Oeste;30/12/2007 00:00:00;27.862,06791667
N;Norte;31/12/2007 00:00:00;3.386,71708333
NE;Nordeste;31/12/2007 00:00:00;6.893,17458333
S;Sul;31/12/2007 00:00:00;6.719,72458333
SE;Sudeste/Centro-Oeste;31/12/2007 00:00:00;28.279,37916667
N;Norte;01/01/2008 00:00:00;3.227,52416667
NE;Nordeste;01/01/2008 00:00:00;6.217,02958333
S;Sul;01/01/2008 00:00:00;6.066,02583333
SE;Sudeste/Centro-Oeste;01/01/2008 00:00:00;25.701,70625000
N;Norte;02/01/2008 00:00:00;3.443,10083333
NE;Nordeste;02/01/2008 00:00:00;7.345,81750000
S;Sul;02/01/2008 00:00:00;8.217,39416667
SE;Sudeste/Centro-Oeste;02/01/2008 00:00:00;31.572,19666667
N;Norte;03/01/2008 00:00:00;3.497,67583333
NE;Nordeste;03/01/2008 00:00:00;7.639,86125000
S;Sul;03/01/2008 00:00:00;8.791,75375000
SE;Sudeste/Centro-Oeste;03/01/2008 00:00:00;33.063,43166667
N;Norte;04/01/2008 00:00:00;3.531,06500000
NE;Nordeste;04/01/2008 00:00:00;7.701,98916667
S;Sul;04/01/2008 00:00:00;8.802,03250000
SE;Sudeste/Centro-Oeste;04/01/2008 00:00:00;33.612,20666667
N;Norte;05/01/2008 00:00:00;3.436,60041667
NE;Nordeste;05/01/2008 00:00:00;7.356,12666667
S;Sul;05/01/2008 00:00:00;8.056,29708333
SE;Sudeste/Centro-Oeste;05/01/2008 00:00:00;31.355,08375000
N;Norte;06/01/2008 00:00:00;3.356,74125000
NE;Nordeste;06/01/2008 00:00:00;6.906,30458333
S;Sul;06/01/2008 00:00:00;6.930,56416667
SE;Sudeste/Centro-Oeste;06/01/2008 00:00:00;27.770,84625000
N;Norte;07/01/2008 00:00:00;3.553,93833333
NE;Nordeste;07/01/2008 00:00:00;7.770,00041667
S;Sul;07/01/2008 00:00:00;9.086,43041667
SE;Sudeste/Centro-Oeste;07/01/2008 00:00:00;31.804,04375000
N;Norte;08/01/2008 00:00:00;3.555,83083333
NE;Nordeste;08/01/2008 00:00:00;7.906,58083333
S;Sul;08/01/2008 00:00:00;9.437,82500000
SE;Sudeste/Centro-Oeste;08/01/2008 00:00:00;32.489,49000000
N;Norte;09/01/2008 00:00:00;3.567,92958333
NE;Nordeste;09/01/2008 00:00:00;7.795,50625000
S;Sul;09/01/2008 00:00:00;9.535,76041667
SE;Sudeste/Centro-Oeste;09/01/2008 00:00:00;32.624,14041667
N;Norte;10/01/2008 00:00:00;3.499,01541667
NE;Nordeste;10/01/2008 00:00:00;7.829,46041667
S;Sul;10/01/2008 00:00:00;9.946,95541667
SE;Sudeste/Centro-Oeste;10/01/2008 00:00:00;33.060,26166667
N;Norte;11/01/2008 00:00:00;3.522,07083333
NE;Nordeste;11/01/2008 00:00:00;7.865,74250000
S;Sul;11/01/2008 00:00:00;9.684,09166667
SE;Sudeste/Centro-Oeste;11/01/2008 00:00:00;33.658,00500000
N;Norte;12/01/2008 00:00:00;3.445,45875000
NE;Nordeste;12/01/2008 00:00:00;7.482,07958333
S;Sul;12/01/2008 00:00:00;8.194,23208333
SE;Sudeste/Centro-Oeste;12/01/2008 00:00:00;31.079,03958333
N;Norte;13/01/2008 00:00:00;3.318,33875000
NE;Nordeste;13/01/2008 00:00:00;6.817,00291667
S;Sul;13/01/2008 00:00:00;6.997,82416667
SE;Sudeste/Centro-Oeste;13/01/2008 00:00:00;27.604,28500000
N;Norte;14/01/2008 00:00:00;3.506,80250000
NE;Nordeste;14/01/2008 00:00:00;7.487,96500000
S;Sul;14/01/2008 00:00:00;9.407,49125000
SE;Sudeste/Centro-Oeste;14/01/2008 00:00:00;32.417,49916667
N;Norte;15/01/2008 00:00:00;3.443,89833333
NE;Nordeste;15/01/2008 00:00:00;7.595,09958333
S;Sul;15/01/2008 00:00:00;9.897,25000000
SE;Sudeste/Centro-Oeste;15/01/2008 00:00:00;32.785,27375000
N;Norte;16/01/2008 00:00:00;3.427,22375000
NE;Nordeste;16/01/2008 00:00:00;7.630,35416667
S;Sul;16/01/2008 00:00:00;9.960,36541667
SE;Sudeste/Centro-Oeste;16/01/2008 00:00:00;32.906,19791667
N;Norte;17/01/2008 00:00:00;3.486,78250000
NE;Nordeste;17/01/2008 00:00:00;7.649,94375000
S;Sul;17/01/2008 00:00:00;9.751,89166667
SE;Sudeste/Centro-Oeste;17/01/2008 00:00:00;33.382,81208333
N;Norte;18/01/2008 00:00:00;3.458,06791667
NE;Nordeste;18/01/2008 00:00:00;7.506,72416667
S;Sul;18/01/2008 00:00:00;9.676,09833333
SE;Sudeste/Centro-Oeste;18/01/2008 00:00:00;33.622,14958333
N;Norte;19/01/2008 00:00:00;3.364,53250000
NE;Nordeste;19/01/2008 00:00:00;7.203,04666667
S;Sul;19/01/2008 00:00:00;8.231,71041667
SE;Sudeste/Centro-Oeste;19/01/2008 00:00:00;31.277,20333333
N;Norte;20/01/2008 00:00:00;3.292,61166667
NE;Nordeste;20/01/2008 00:00:00;6.722,49416667
S;Sul;20/01/2008 00:00:00;6.804,99000000
SE;Sudeste/Centro-Oeste;20/01/2008 00:00:00;27.745,14833333
N;Norte;21/01/2008 00:00:00;3.505,12125000
NE;Nordeste;21/01/2008 00:00:00;7.655,79250000
S;Sul;21/01/2008 00:00:00;8.777,69583333
SE;Sudeste/Centro-Oeste;21/01/2008 00:00:00;31.527,10041667
N;Norte;22/01/2008 00:00:00;3.511,59500000
NE;Nordeste;22/01/2008 00:00:00;7.736,95708333
S;Sul;22/01/2008 00:00:00;9.080,29583333
SE;Sudeste/Centro-Oeste;22/01/2008 00:00:00;31.382,15458333
N;Norte;23/01/2008 00:00:00;3.492,33041667
NE;Nordeste;23/01/2008 00:00:00;7.598,40875000
S;Sul;23/01/2008 00:00:00;9.183,03416667
SE;Sudeste/Centro-Oeste;23/01/2008 00:00:00;31.295,72625000
N;Norte;24/01/2008 00:00:00;3.525,61458333
NE;Nordeste;24/01/2008 00:00:00;7.605,50583333
S;Sul;24/01/2008 00:00:00;9.258,70958333
SE;Sudeste/Centro-Oeste;24/01/2008 00:00:00;31.574,37208333
N;Norte;25/01/2008 00:00:00;3.551,48500000
NE;Nordeste;25/01/2008 00:00:00;7.667,85608333
S;Sul;25/01/2008 00:00:00;9.411,35083333
SE;Sudeste/Centro-Oeste;25/01/2008 00:00:00;31.217,66058333
N;Norte;26/01/2008 00:00:00;3.476,73291667
NE;Nordeste;26/01/2008 00:00:00;7.324,05750000
S;Sul;26/01/2008 00:00:00;8.326,52750000
SE;Sudeste/Centro-Oeste;26/01/2008 00:00:00;29.142,44916667
N;Norte;27/01/2008 00:00:00;3.338,38416667
NE;Nordeste;27/01/2008 00:00:00;6.764,00500000
S;Sul;27/01/2008 00:00:00;6.958,96875000
SE;Sudeste/Centro-Oeste;27/01/2008 00:00:00;25.925,25833333
N;Norte;28/01/2008 00:00:00;3.484,20583333
NE;Nordeste;28/01/2008 00:00:00;7.560,13791667
S;Sul;28/01/2008 00:00:00;9.052,11083333
SE;Sudeste/Centro-Oeste;28/01/2008 00:00:00;30.653,01875000
N;Norte;29/01/2008 00:00:00;3.555,17166667
NE;Nordeste;29/01/2008 00:00:00;7.742,11166667
S;Sul;29/01/2008 00:00:00;9.387,49916667
SE;Sudeste/Centro-Oeste;29/01/2008 00:00:00;31.630,50791667
N;Norte;30/01/2008 00:00:00;3.570,64541667
NE;Nordeste;30/01/2008 00:00:00;7.734,62000000
S;Sul;30/01/2008 00:00:00;9.330,55333333
SE;Sudeste/Centro-Oeste;30/01/2008 00:00:00;31.359,58416667
N;Norte;31/01/2008 00:00:00;3.554,21916667
NE;Nordeste;31/01/2008 00:00:00;7.544,90541667
S;Sul;31/01/2008 00:00:00;9.146,25166667
SE;Sudeste/Centro-Oeste;31/01/2008 00:00:00;31.676,14750000
N;Norte;01/02/2008 00:00:00;3.463,97416667
NE;Nordeste;01/02/2008 00:00:00;7.338,68125000
S;Sul;01/02/2008 00:00:00;9.118,67333333
SE;Sudeste/Centro-Oeste;01/02/2008 00:00:00;31.821,80166667
N;Norte;02/02/2008 00:00:00;3.420,89791667
NE;Nordeste;02/02/2008 00:00:00;7.028,36875000
S;Sul;02/02/2008 00:00:00;7.949,36125000
SE;Sudeste/Centro-Oeste;02/02/2008 00:00:00;29.326,56583333
N;Norte;03/02/2008 00:00:00;3.301,23212500
NE;Nordeste;03/02/2008 00:00:00;6.543,14783333
S;Sul;03/02/2008 00:00:00;6.740,67625000
SE;Sudeste/Centro-Oeste;03/02/2008 00:00:00;26.098,22545833
N;Norte;04/02/2008 00:00:00;3.380,09500000
NE;Nordeste;04/02/2008 00:00:00;6.630,71304167
S;Sul;04/02/2008 00:00:00;7.932,09208333
SE;Sudeste/Centro-Oeste;04/02/2008 00:00:00;27.417,00404167
N;Norte;05/02/2008 00:00:00;3.354,42541667
NE;Nordeste;05/02/2008 00:00:00;6.631,68458333
S;Sul;05/02/2008 00:00:00;8.030,35791667
SE;Sudeste/Centro-Oeste;05/02/2008 00:00:00;26.860,71166667
N;Norte;06/02/2008 00:00:00;3.477,35208333
NE;Nordeste;06/02/2008 00:00:00;7.172,56750000
S;Sul;06/02/2008 00:00:00;9.233,86833333
SE;Sudeste/Centro-Oeste;06/02/2008 00:00:00;29.716,51958333
N;Norte;07/02/2008 00:00:00;3.606,70708333
NE;Nordeste;07/02/2008 00:00:00;7.798,92000000
S;Sul;07/02/2008 00:00:00;9.636,92375000
SE;Sudeste/Centro-Oeste;07/02/2008 00:00:00;31.253,40541667
N;Norte;08/02/2008 00:00:00;3.591,50916667
NE;Nordeste;08/02/2008 00:00:00;7.872,18083333
S;Sul;08/02/2008 00:00:00;9.760,26666667
SE;Sudeste/Centro-Oeste;08/02/2008 00:00:00;31.818,43583333
N;Norte;09/02/2008 00:00:00;3.553,72583333
NE;Nordeste;09/02/2008 00:00:00;7.472,55416667
S;Sul;09/02/2008 00:00:00;8.509,45041667
SE;Sudeste/Centro-Oeste;09/02/2008 00:00:00;29.681,03083333
N;Norte;10/02/2008 00:00:00;3.424,18875000
NE;Nordeste;10/02/2008 00:00:00;6.884,85416667
S;Sul;10/02/2008 00:00:00;7.133,14541667
SE;Sudeste/Centro-Oeste;10/02/2008 00:00:00;27.288,75083333
N;Norte;11/02/2008 00:00:00;3.627,65791667
NE;Nordeste;11/02/2008 00:00:00;7.790,15166667
S;Sul;11/02/2008 00:00:00;9.073,86791667
SE;Sudeste/Centro-Oeste;11/02/2008 00:00:00;32.792,19250000
N;Norte;12/02/2008 00:00:00;3.588,17291667
NE;Nordeste;12/02/2008 00:00:00;7.888,71262500
S;Sul;12/02/2008 00:00:00;9.247,45125000
SE;Sudeste/Centro-Oeste;12/02/2008 00:00:00;33.891,42904167
N;Norte;13/02/2008 00:00:00;3.581,82250000
NE;Nordeste;13/02/2008 00:00:00;7.912,05750000
S;Sul;13/02/2008 00:00:00;9.392,02791667
SE;Sudeste/Centro-Oeste;13/02/2008 00:00:00;34.249,43125000
N;Norte;14/02/2008 00:00:00;3.607,72583333
NE;Nordeste;14/02/2008 00:00:00;7.917,29958333
S;Sul;14/02/2008 00:00:00;9.663,17291667
SE;Sudeste/Centro-Oeste;14/02/2008 00:00:00;34.437,34833333
N;Norte;15/02/2008 00:00:00;3.599,13916667
NE;Nordeste;15/02/2008 00:00:00;7.842,85333333
S;Sul;15/02/2008 00:00:00;9.789,99250000
SE;Sudeste/Centro-Oeste;15/02/2008 00:00:00;34.038,12333333
N;Norte;16/02/2008 00:00:00;3.460,81000000
NE;Nordeste;16/02/2008 00:00:00;7.410,93666667
S;Sul;16/02/2008 00:00:00;8.549,59750000
SE;Sudeste/Centro-Oeste;16/02/2008 00:00:00;31.155,37750000
N;Norte;17/02/2008 00:00:00;3.405,94708333
NE;Nordeste;17/02/2008 00:00:00;6.769,63666667
S;Sul;17/02/2008 00:00:00;7.220,29083333
SE;Sudeste/Centro-Oeste;17/02/2008 00:00:00;28.276,57250000
N;Norte;18/02/2008 00:00:00;3.538,44166667
NE;Nordeste;18/02/2008 00:00:00;7.692,34416667
S;Sul;18/02/2008 00:00:00;9.580,90166667
SE;Sudeste/Centro-Oeste;18/02/2008 00:00:00;33.265,90041667
N;Norte;19/02/2008 00:00:00;3.608,02500000
NE;Nordeste;19/02/2008 00:00:00;7.895,62958333
S;Sul;19/02/2008 00:00:00;9.949,13208333
SE;Sudeste/Centro-Oeste;19/02/2008 00:00:00;33.496,07250000
N;Norte;20/02/2008 00:00:00;3.596,56291667
NE;Nordeste;20/02/2008 00:00:00;7.882,84166667
S;Sul;20/02/2008 00:00:00;9.997,74291667
SE;Sudeste/Centro-Oeste;20/02/2008 00:00:00;33.836,07333333
N;Norte;21/02/2008 00:00:00;3.566,08458333
NE;Nordeste;21/02/2008 00:00:00;7.878,79666667
S;Sul;21/02/2008 00:00:00;10.024,52000000
SE;Sudeste/Centro-Oeste;21/02/2008 00:00:00;33.953,24250000
N;Norte;22/02/2008 00:00:00;3.548,57458333
NE;Nordeste;22/02/2008 00:00:00;7.861,85541667
S;Sul;22/02/2008 00:00:00;10.027,87958333
SE;Sudeste/Centro-Oeste;22/02/2008 00:00:00;34.001,79750000
N;Norte;23/02/2008 00:00:00;3.504,29791667
NE;Nordeste;23/02/2008 00:00:00;7.510,03583333
S;Sul;23/02/2008 00:00:00;8.727,59916667
SE;Sudeste/Centro-Oeste;23/02/2008 00:00:00;31.444,35041667
N;Norte;24/02/2008 00:00:00;3.433,56458333
