id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
NE;Nordeste;24/04/2021 00:00:00;10.817,38425000
S;Sul;24/04/2021 00:00:00;10.954,15433333
SE;Sudeste/Centro-Oeste;24/04/2021 00:00:00;36.767,54375000
N;Norte;25/04/2021 00:00:00;5.551,31720833
NE;Nordeste;25/04/2021 00:00:00;10.258,74441667
S;Sul;25/04/2021 00:00:00;9.565,05870833
SE;Sudeste/Centro-Oeste;25/04/2021 00:00:00;34.038,73420833
N;Norte;26/04/2021 00:00:00;5.939,14350000
NE;Nordeste;26/04/2021 00:00:00;11.278,41600000
S;Sul;26/04/2021 00:00:00;12.087,93020833
SE;Sudeste/Centro-Oeste;26/04/2021 00:00:00;39.661,51150000
N;Norte;27/04/2021 00:00:00;6.029,77333333
NE;Nordeste;27/04/2021 00:00:00;11.580,12129167
S;Sul;27/04/2021 00:00:00;12.365,78441667
SE;Sudeste/Centro-Oeste;27/04/2021 00:00:00;40.292,86966667
N;Norte;28/04/2021 00:00:00;6.052,16825000
NE;Nordeste;28/04/2021 00:00:00;11.371,13837500
S;Sul;28/04/2021 00:00:00;12.401,53495833
SE;Sudeste/Centro-Oeste;28/04/2021 00:00:00;40.189,42887500
N;Norte;29/04/2021 00:00:00;6.065,01258333
NE;Nordeste;29/04/2021 00:00:00;11.204,79020833
S;Sul;29/04/2021 00:00:00;12.466,61841667
SE;Sudeste/Centro-Oeste;29/04/2021 00:00:00;39.595,59420833
N;Norte;30/04/2021 00:00:00;5.960,44283333
NE;Nordeste;30/04/2021 00:00:00;10.951,36491667
S;Sul;30/04/2021 00:00:00;12.292,77900000
SE;Sudeste/Centro-Oeste;30/04/2021 00:00:00;38.913,43900000
N;Norte;01/05/2021 00:00:00;5.460,80758333
NE;Nordeste;01/05/2021 00:00:00;9.728,02875000
S;Sul;01/05/2021 00:00:00;9.851,63504167
SE;Sudeste/Centro-Oeste;01/05/2021 00:00:00;34.496,86900000
N;Norte;02/05/2021 00:00:00;5.442,87462500
NE;Nordeste;02/05/2021 00:00:00;9.596,09487500
S;Sul;02/05/2021 00:00:00;9.454,43641667
SE;Sudeste/Centro-Oeste;02/05/2021 00:00:00;32.848,66645833
N;Norte;03/05/2021 00:00:00;5.913,71887500
NE;Nordeste;03/05/2021 00:00:00;10.697,56679167
S;Sul;03/05/2021 00:00:00;12.605,36666667
SE;Sudeste/Centro-Oeste;03/05/2021 00:00:00;38.319,78737500
N;Norte;04/05/2021 00:00:00;5.890,14366667
NE;Nordeste;04/05/2021 00:00:00;10.977,44004167
S;Sul;04/05/2021 00:00:00;13.092,10450000
SE;Sudeste/Centro-Oeste;04/05/2021 00:00:00;39.716,83920833
N;Norte;05/05/2021 00:00:00;6.005,92595833
NE;Nordeste;05/05/2021 00:00:00;11.055,37787500
S;Sul;05/05/2021 00:00:00;13.013,68370833
SE;Sudeste/Centro-Oeste;05/05/2021 00:00:00;40.326,43829167
N;Norte;06/05/2021 00:00:00;5.911,81733333
NE;Nordeste;06/05/2021 00:00:00;11.112,07037500
S;Sul;06/05/2021 00:00:00;12.705,45920833
SE;Sudeste/Centro-Oeste;06/05/2021 00:00:00;40.697,44479167
N;Norte;07/05/2021 00:00:00;6.075,50812500
NE;Nordeste;07/05/2021 00:00:00;11.272,38725000
S;Sul;07/05/2021 00:00:00;11.975,07504167
SE;Sudeste/Centro-Oeste;07/05/2021 00:00:00;39.822,28387500
N;Norte;08/05/2021 00:00:00;5.829,14029167
NE;Nordeste;08/05/2021 00:00:00;10.737,29091667
S;Sul;08/05/2021 00:00:00;10.402,25150000
SE;Sudeste/Centro-Oeste;08/05/2021 00:00:00;36.520,13575000
N;Norte;09/05/2021 00:00:00;5.393,43841667
NE;Nordeste;09/05/2021 00:00:00;9.921,95366667
S;Sul;09/05/2021 00:00:00;8.915,12475000
SE;Sudeste/Centro-Oeste;09/05/2021 00:00:00;32.662,06708333
N;Norte;10/05/2021 00:00:00;5.963,18162500
NE;Nordeste;10/05/2021 00:00:00;10.868,03254167
S;Sul;10/05/2021 00:00:00;11.940,63679167
SE;Sudeste/Centro-Oeste;10/05/2021 00:00:00;38.418,24745833
N;Norte;11/05/2021 00:00:00;6.104,27775000
NE;Nordeste;11/05/2021 00:00:00;11.004,13950000
S;Sul;11/05/2021 00:00:00;12.540,81487500
SE;Sudeste/Centro-Oeste;11/05/2021 00:00:00;39.367,38437500
N;Norte;12/05/2021 00:00:00;6.151,44162500
NE;Nordeste;12/05/2021 00:00:00;11.027,74600000
S;Sul;12/05/2021 00:00:00;12.326,50929167
SE;Sudeste/Centro-Oeste;12/05/2021 00:00:00;39.862,03558333
N;Norte;13/05/2021 00:00:00;6.194,53670833
NE;Nordeste;13/05/2021 00:00:00;10.929,59470833
S;Sul;13/05/2021 00:00:00;12.193,14662500
SE;Sudeste/Centro-Oeste;13/05/2021 00:00:00;39.306,97591667
N;Norte;14/05/2021 00:00:00;6.162,84108333
NE;Nordeste;14/05/2021 00:00:00;10.718,32983333
S;Sul;14/05/2021 00:00:00;12.184,94466667
SE;Sudeste/Centro-Oeste;14/05/2021 00:00:00;39.327,83350000
N;Norte;15/05/2021 00:00:00;5.916,55066667
NE;Nordeste;15/05/2021 00:00:00;10.348,35758333
S;Sul;15/05/2021 00:00:00;10.517,77466667
SE;Sudeste/Centro-Oeste;15/05/2021 00:00:00;36.877,49587500
N;Norte;16/05/2021 00:00:00;5.669,34637500
NE;Nordeste;16/05/2021 00:00:00;9.749,54829167
S;Sul;16/05/2021 00:00:00;9.125,64958333
SE;Sudeste/Centro-Oeste;16/05/2021 00:00:00;33.667,10812500
N;Norte;17/05/2021 00:00:00;6.051,81916667
NE;Nordeste;17/05/2021 00:00:00;10.785,46191667
S;Sul;17/05/2021 00:00:00;11.844,93983333
SE;Sudeste/Centro-Oeste;17/05/2021 00:00:00;38.835,57220833
N;Norte;18/05/2021 00:00:00;6.155,97895833
NE;Nordeste;18/05/2021 00:00:00;11.162,30750000
S;Sul;18/05/2021 00:00:00;12.176,19708333
SE;Sudeste/Centro-Oeste;18/05/2021 00:00:00;39.528,71595833
N;Norte;19/05/2021 00:00:00;6.061,57691667
NE;Nordeste;19/05/2021 00:00:00;11.146,32479167
S;Sul;19/05/2021 00:00:00;12.291,41075000
SE;Sudeste/Centro-Oeste;19/05/2021 00:00:00;39.497,50195833
N;Norte;20/05/2021 00:00:00;6.115,07037500
NE;Nordeste;20/05/2021 00:00:00;11.249,42545833
S;Sul;20/05/2021 00:00:00;12.537,38870833
SE;Sudeste/Centro-Oeste;20/05/2021 00:00:00;39.655,49566667
N;Norte;21/05/2021 00:00:00;6.311,83241667
NE;Nordeste;21/05/2021 00:00:00;11.172,98941667
S;Sul;21/05/2021 00:00:00;12.572,93554167
SE;Sudeste/Centro-Oeste;21/05/2021 00:00:00;40.349,56779167
N;Norte;22/05/2021 00:00:00;6.099,34229167
NE;Nordeste;22/05/2021 00:00:00;10.691,47658333
S;Sul;22/05/2021 00:00:00;10.304,16450000
SE;Sudeste/Centro-Oeste;22/05/2021 00:00:00;37.738,46187500
N;Norte;23/05/2021 00:00:00;5.720,32008333
NE;Nordeste;23/05/2021 00:00:00;10.054,60670833
S;Sul;23/05/2021 00:00:00;8.770,66420833
SE;Sudeste/Centro-Oeste;23/05/2021 00:00:00;34.675,68975000
N;Norte;24/05/2021 00:00:00;6.383,15679167
NE;Nordeste;24/05/2021 00:00:00;11.028,21841667
S;Sul;24/05/2021 00:00:00;11.529,04591667
SE;Sudeste/Centro-Oeste;24/05/2021 00:00:00;38.529,66375000
N;Norte;25/05/2021 00:00:00;6.416,01333333
NE;Nordeste;25/05/2021 00:00:00;11.277,05929167
S;Sul;25/05/2021 00:00:00;11.968,90333333
SE;Sudeste/Centro-Oeste;25/05/2021 00:00:00;38.725,76587500
N;Norte;26/05/2021 00:00:00;6.417,49954167
NE;Nordeste;26/05/2021 00:00:00;11.324,72920833
S;Sul;26/05/2021 00:00:00;12.124,00408333
SE;Sudeste/Centro-Oeste;26/05/2021 00:00:00;39.357,95395833
N;Norte;27/05/2021 00:00:00;6.330,06320833
NE;Nordeste;27/05/2021 00:00:00;11.155,12225000
S;Sul;27/05/2021 00:00:00;12.174,00862500
SE;Sudeste/Centro-Oeste;27/05/2021 00:00:00;40.135,51487500
N;Norte;28/05/2021 00:00:00;6.225,22504167
NE;Nordeste;28/05/2021 00:00:00;11.146,39383333
S;Sul;28/05/2021 00:00:00;12.316,29350000
SE;Sudeste/Centro-Oeste;28/05/2021 00:00:00;40.649,15775000
N;Norte;29/05/2021 00:00:00;5.997,07070833
NE;Nordeste;29/05/2021 00:00:00;10.783,24812500
S;Sul;29/05/2021 00:00:00;10.252,06437500
SE;Sudeste/Centro-Oeste;29/05/2021 00:00:00;38.768,12400000
N;Norte;30/05/2021 00:00:00;5.700,71875000
NE;Nordeste;30/05/2021 00:00:00;10.028,71933333
S;Sul;30/05/2021 00:00:00;8.785,70254167
SE;Sudeste/Centro-Oeste;30/05/2021 00:00:00;35.048,41816667
N;Norte;31/05/2021 00:00:00;6.186,30241667
NE;Nordeste;31/05/2021 00:00:00;11.056,18112500
S;Sul;31/05/2021 00:00:00;11.584,08075000
SE;Sudeste/Centro-Oeste;31/05/2021 00:00:00;39.098,46250000
N;Norte;01/06/2021 00:00:00;6.204,28266667
NE;Nordeste;01/06/2021 00:00:00;11.410,42133333
S;Sul;01/06/2021 00:00:00;11.757,64975000
SE;Sudeste/Centro-Oeste;01/06/2021 00:00:00;39.151,84104167
N;Norte;02/06/2021 00:00:00;6.324,72750000
NE;Nordeste;02/06/2021 00:00:00;11.340,21854167
S;Sul;02/06/2021 00:00:00;12.091,36045833
SE;Sudeste/Centro-Oeste;02/06/2021 00:00:00;39.454,53525000
N;Norte;03/06/2021 00:00:00;5.927,87545833
NE;Nordeste;03/06/2021 00:00:00;10.828,12116667
S;Sul;03/06/2021 00:00:00;10.439,62904167
SE;Sudeste/Centro-Oeste;03/06/2021 00:00:00;37.539,62237500
N;Norte;04/06/2021 00:00:00;6.005,38608333
NE;Nordeste;04/06/2021 00:00:00;11.204,34212500
S;Sul;04/06/2021 00:00:00;11.221,76320833
SE;Sudeste/Centro-Oeste;04/06/2021 00:00:00;38.463,97208333
N;Norte;05/06/2021 00:00:00;5.866,21133333
NE;Nordeste;05/06/2021 00:00:00;10.677,79554167
S;Sul;05/06/2021 00:00:00;10.202,15200000
SE;Sudeste/Centro-Oeste;05/06/2021 00:00:00;36.332,20054167
N;Norte;06/06/2021 00:00:00;5.775,12970833
NE;Nordeste;06/06/2021 00:00:00;10.071,13612500
S;Sul;06/06/2021 00:00:00;9.187,56816667
SE;Sudeste/Centro-Oeste;06/06/2021 00:00:00;33.895,33170833
N;Norte;07/06/2021 00:00:00;6.151,35145833
NE;Nordeste;07/06/2021 00:00:00;11.021,26366667
S;Sul;07/06/2021 00:00:00;11.880,87962500
SE;Sudeste/Centro-Oeste;07/06/2021 00:00:00;38.995,53087500
N;Norte;08/06/2021 00:00:00;6.124,23162500
NE;Nordeste;08/06/2021 00:00:00;11.245,35100000
S;Sul;08/06/2021 00:00:00;12.265,07208333
SE;Sudeste/Centro-Oeste;08/06/2021 00:00:00;39.891,71295833
N;Norte;09/06/2021 00:00:00;6.077,49100000
NE;Nordeste;09/06/2021 00:00:00;11.371,96141667
S;Sul;09/06/2021 00:00:00;11.994,93466667
SE;Sudeste/Centro-Oeste;09/06/2021 00:00:00;40.199,73454167
N;Norte;10/06/2021 00:00:00;6.042,28608333
NE;Nordeste;10/06/2021 00:00:00;11.399,14566667
S;Sul;10/06/2021 00:00:00;12.061,79812500
SE;Sudeste/Centro-Oeste;10/06/2021 00:00:00;40.360,69312500
N;Norte;11/06/2021 00:00:00;5.988,29404167
NE;Nordeste;11/06/2021 00:00:00;11.259,35525000
S;Sul;11/06/2021 00:00:00;11.765,06591667
SE;Sudeste/Centro-Oeste;11/06/2021 00:00:00;40.526,62737500
N;Norte;12/06/2021 00:00:00;5.813,83087500
NE;Nordeste;12/06/2021 00:00:00;10.942,92075000
S;Sul;12/06/2021 00:00:00;10.085,74733333
SE;Sudeste/Centro-Oeste;12/06/2021 00:00:00;36.703,15479167
N;Norte;13/06/2021 00:00:00;5.622,24420833
NE;Nordeste;13/06/2021 00:00:00;10.252,64962500
S;Sul;13/06/2021 00:00:00;8.648,06491667
SE;Sudeste/Centro-Oeste;13/06/2021 00:00:00;32.745,10608333
N;Norte;14/06/2021 00:00:00;6.093,80658333
NE;Nordeste;14/06/2021 00:00:00;11.142,75808333
S;Sul;14/06/2021 00:00:00;11.473,39437500
SE;Sudeste/Centro-Oeste;14/06/2021 00:00:00;37.539,40204167
N;Norte;15/06/2021 00:00:00;6.013,25604167
NE;Nordeste;15/06/2021 00:00:00;11.269,82650000
S;Sul;15/06/2021 00:00:00;12.039,57325000
SE;Sudeste/Centro-Oeste;15/06/2021 00:00:00;38.317,42637500
N;Norte;16/06/2021 00:00:00;5.957,80387500
NE;Nordeste;16/06/2021 00:00:00;11.303,80291667
S;Sul;16/06/2021 00:00:00;12.314,05683333
SE;Sudeste/Centro-Oeste;16/06/2021 00:00:00;38.392,03237500
N;Norte;17/06/2021 00:00:00;5.985,21708333
NE;Nordeste;17/06/2021 00:00:00;11.480,11075000
S;Sul;17/06/2021 00:00:00;12.426,77379167
SE;Sudeste/Centro-Oeste;17/06/2021 00:00:00;38.325,50054167
N;Norte;18/06/2021 00:00:00;6.025,14954167
NE;Nordeste;18/06/2021 00:00:00;11.336,35866667
S;Sul;18/06/2021 00:00:00;12.471,94370833
SE;Sudeste/Centro-Oeste;18/06/2021 00:00:00;38.240,73395833
N;Norte;19/06/2021 00:00:00;5.838,54916667
NE;Nordeste;19/06/2021 00:00:00;10.721,31925000
S;Sul;19/06/2021 00:00:00;10.752,75908333
SE;Sudeste/Centro-Oeste;19/06/2021 00:00:00;35.918,51066667
N;Norte;20/06/2021 00:00:00;5.512,24191667
NE;Nordeste;20/06/2021 00:00:00;10.064,15654167
S;Sul;20/06/2021 00:00:00;8.918,27941667
SE;Sudeste/Centro-Oeste;20/06/2021 00:00:00;32.989,80791667
N;Norte;21/06/2021 00:00:00;6.039,53845833
NE;Nordeste;21/06/2021 00:00:00;11.109,45975000
S;Sul;21/06/2021 00:00:00;11.587,70629167
SE;Sudeste/Centro-Oeste;21/06/2021 00:00:00;37.669,33612500
N;Norte;22/06/2021 00:00:00;6.203,89462500
NE;Nordeste;22/06/2021 00:00:00;11.392,69191667
S;Sul;22/06/2021 00:00:00;11.936,46404167
SE;Sudeste/Centro-Oeste;22/06/2021 00:00:00;38.787,14695833
N;Norte;23/06/2021 00:00:00;6.065,91091667
NE;Nordeste;23/06/2021 00:00:00;11.282,13612500
S;Sul;23/06/2021 00:00:00;11.900,43004167
SE;Sudeste/Centro-Oeste;23/06/2021 00:00:00;38.868,82558333
N;Norte;24/06/2021 00:00:00;5.924,86616667
NE;Nordeste;24/06/2021 00:00:00;10.698,35812500
S;Sul;24/06/2021 00:00:00;11.917,14979167
SE;Sudeste/Centro-Oeste;24/06/2021 00:00:00;38.565,93225000
N;Norte;25/06/2021 00:00:00;6.038,97275000
NE;Nordeste;25/06/2021 00:00:00;10.936,49837500
S;Sul;25/06/2021 00:00:00;11.588,18808333
SE;Sudeste/Centro-Oeste;25/06/2021 00:00:00;38.883,53066667
N;Norte;26/06/2021 00:00:00;5.895,90612500
NE;Nordeste;26/06/2021 00:00:00;10.587,68312500
S;Sul;26/06/2021 00:00:00;10.466,65329167
SE;Sudeste/Centro-Oeste;26/06/2021 00:00:00;36.407,56237500
N;Norte;27/06/2021 00:00:00;5.664,16979167
NE;Nordeste;27/06/2021 00:00:00;9.822,22283333
S;Sul;27/06/2021 00:00:00;9.191,79912500
SE;Sudeste/Centro-Oeste;27/06/2021 00:00:00;33.302,27266667
N;Norte;28/06/2021 00:00:00;5.972,06716667
NE;Nordeste;28/06/2021 00:00:00;10.747,53387500
S;Sul;28/06/2021 00:00:00;11.807,56254167
SE;Sudeste/Centro-Oeste;28/06/2021 00:00:00;37.477,08133333
N;Norte;29/06/2021 00:00:00;5.820,96900000
NE;Nordeste;29/06/2021 00:00:00;10.964,15145833
S;Sul;29/06/2021 00:00:00;12.169,16200000
SE;Sudeste/Centro-Oeste;29/06/2021 00:00:00;37.418,02141667
N;Norte;30/06/2021 00:00:00;5.804,40216667
NE;Nordeste;30/06/2021 00:00:00;11.133,19062500
S;Sul;30/06/2021 00:00:00;12.176,51075000
SE;Sudeste/Centro-Oeste;30/06/2021 00:00:00;36.522,25154167
N;Norte;01/07/2021 00:00:00;5.751,97320833
NE;Nordeste;01/07/2021 00:00:00;11.200,90475000
S;Sul;01/07/2021 00:00:00;11.859,08483333
SE;Sudeste/Centro-Oeste;01/07/2021 00:00:00;36.420,70029167
N;Norte;02/07/2021 00:00:00;5.817,22250000
NE;Nordeste;02/07/2021 00:00:00;10.897,60641667
S;Sul;02/07/2021 00:00:00;11.679,84545833
SE;Sudeste/Centro-Oeste;02/07/2021 00:00:00;37.032,93262500
N;Norte;03/07/2021 00:00:00;5.474,17220833
NE;Nordeste;03/07/2021 00:00:00;10.461,87729167
S;Sul;03/07/2021 00:00:00;10.072,20025000
SE;Sudeste/Centro-Oeste;03/07/2021 00:00:00;34.606,17608333
N;Norte;04/07/2021 00:00:00;5.279,43029167
NE;Nordeste;04/07/2021 00:00:00;9.655,34800000
S;Sul;04/07/2021 00:00:00;8.910,42245833
SE;Sudeste/Centro-Oeste;04/07/2021 00:00:00;31.964,76395833
N;Norte;05/07/2021 00:00:00;5.775,11845833
NE;Nordeste;05/07/2021 00:00:00;10.721,73029167
S;Sul;05/07/2021 00:00:00;11.631,66358333
SE;Sudeste/Centro-Oeste;05/07/2021 00:00:00;36.540,42425000
N;Norte;06/07/2021 00:00:00;5.911,73666667
NE;Nordeste;06/07/2021 00:00:00;11.113,03316667
S;Sul;06/07/2021 00:00:00;12.062,08183333
SE;Sudeste/Centro-Oeste;06/07/2021 00:00:00;37.457,15687500
N;Norte;07/07/2021 00:00:00;5.943,68525000
NE;Nordeste;07/07/2021 00:00:00;11.163,32466667
S;Sul;07/07/2021 00:00:00;11.964,20208333
SE;Sudeste/Centro-Oeste;07/07/2021 00:00:00;37.703,53966667
N;Norte;08/07/2021 00:00:00;5.967,99266667
NE;Nordeste;08/07/2021 00:00:00;11.109,96262500
S;Sul;08/07/2021 00:00:00;12.167,86400000
SE;Sudeste/Centro-Oeste;08/07/2021 00:00:00;37.732,30991667
N;Norte;09/07/2021 00:00:00;6.021,49991667
NE;Nordeste;09/07/2021 00:00:00;11.077,56791667
S;Sul;09/07/2021 00:00:00;12.248,09320833
SE;Sudeste/Centro-Oeste;09/07/2021 00:00:00;36.340,40254167
N;Norte;10/07/2021 00:00:00;5.848,78808333
NE;Nordeste;10/07/2021 00:00:00;10.768,87962500
S;Sul;10/07/2021 00:00:00;10.812,16541667
SE;Sudeste/Centro-Oeste;10/07/2021 00:00:00;34.789,40391667
N;Norte;11/07/2021 00:00:00;5.591,07375000
NE;Nordeste;11/07/2021 00:00:00;10.054,26562500
S;Sul;11/07/2021 00:00:00;9.387,70937500
SE;Sudeste/Centro-Oeste;11/07/2021 00:00:00;32.155,81575000
N;Norte;12/07/2021 00:00:00;6.073,10595833
NE;Nordeste;12/07/2021 00:00:00;11.032,66233333
S;Sul;12/07/2021 00:00:00;12.013,19670833
SE;Sudeste/Centro-Oeste;12/07/2021 00:00:00;37.050,92833333
N;Norte;13/07/2021 00:00:00;6.042,94779167
NE;Nordeste;13/07/2021 00:00:00;11.202,58162500
S;Sul;13/07/2021 00:00:00;12.505,45945833
SE;Sudeste/Centro-Oeste;13/07/2021 00:00:00;38.293,91516667
N;Norte;14/07/2021 00:00:00;5.962,14275000
NE;Nordeste;14/07/2021 00:00:00;11.326,59708333
S;Sul;14/07/2021 00:00:00;12.578,83416667
SE;Sudeste/Centro-Oeste;14/07/2021 00:00:00;38.645,50745833
N;Norte;15/07/2021 00:00:00;5.992,57483333
NE;Nordeste;15/07/2021 00:00:00;11.367,79120833
S;Sul;15/07/2021 00:00:00;12.795,81154167
SE;Sudeste/Centro-Oeste;15/07/2021 00:00:00;38.983,54920833
N;Norte;16/07/2021 00:00:00;5.924,10795833
NE;Nordeste;16/07/2021 00:00:00;11.377,21316667
S;Sul;16/07/2021 00:00:00;12.613,12704167
SE;Sudeste/Centro-Oeste;16/07/2021 00:00:00;39.160,48054167
N;Norte;17/07/2021 00:00:00;5.914,25608333
NE;Nordeste;17/07/2021 00:00:00;10.908,31633333
S;Sul;17/07/2021 00:00:00;10.937,31479167
SE;Sudeste/Centro-Oeste;17/07/2021 00:00:00;36.549,73229167
N;Norte;18/07/2021 00:00:00;5.726,31145833
NE;Nordeste;18/07/2021 00:00:00;10.199,23283333
S;Sul;18/07/2021 00:00:00;9.539,93504167
SE;Sudeste/Centro-Oeste;18/07/2021 00:00:00;33.001,90175000
N;Norte;19/07/2021 00:00:00;6.249,53062500
NE;Nordeste;19/07/2021 00:00:00;11.233,23175000
S;Sul;19/07/2021 00:00:00;12.449,74062500
SE;Sudeste/Centro-Oeste;19/07/2021 00:00:00;36.549,92762500
N;Norte;20/07/2021 00:00:00;6.202,26800000
NE;Nordeste;20/07/2021 00:00:00;11.321,65608333
S;Sul;20/07/2021 00:00:00;12.889,72191667
SE;Sudeste/Centro-Oeste;20/07/2021 00:00:00;36.761,51358333
N;Norte;21/07/2021 00:00:00;6.262,22670833
NE;Nordeste;21/07/2021 00:00:00;11.246,33025000
S;Sul;21/07/2021 00:00:00;12.430,30620833
SE;Sudeste/Centro-Oeste;21/07/2021 00:00:00;37.085,35825000
N;Norte;22/07/2021 00:00:00;6.254,93908333
NE;Nordeste;22/07/2021 00:00:00;11.307,80908333
S;Sul;22/07/2021 00:00:00;12.309,17212500
SE;Sudeste/Centro-Oeste;22/07/2021 00:00:00;37.741,17100000
N;Norte;23/07/2021 00:00:00;6.044,03254167
NE;Nordeste;23/07/2021 00:00:00;11.241,84179167
S;Sul;23/07/2021 00:00:00;12.158,88937500
SE;Sudeste/Centro-Oeste;23/07/2021 00:00:00;37.892,30887500
N;Norte;24/07/2021 00:00:00;5.830,05225000
NE;Nordeste;24/07/2021 00:00:00;10.878,45858333
S;Sul;24/07/2021 00:00:00;10.477,21604167
SE;Sudeste/Centro-Oeste;24/07/2021 00:00:00;35.374,11316667
N;Norte;25/07/2021 00:00:00;5.678,13366667
NE;Nordeste;25/07/2021 00:00:00;10.155,35925000
S;Sul;25/07/2021 00:00:00;9.198,49120833
SE;Sudeste/Centro-Oeste;25/07/2021 00:00:00;32.339,96820833
N;Norte;26/07/2021 00:00:00;6.137,28225000
NE;Nordeste;26/07/2021 00:00:00;11.143,68408333
S;Sul;26/07/2021 00:00:00;11.968,87729167
SE;Sudeste/Centro-Oeste;26/07/2021 00:00:00;37.446,90220833
N;Norte;27/07/2021 00:00:00;6.172,81112500
NE;Nordeste;27/07/2021 00:00:00;11.448,68733333
S;Sul;27/07/2021 00:00:00;12.401,86625000
SE;Sudeste/Centro-Oeste;27/07/2021 00:00:00;38.860,96529167
N;Norte;28/07/2021 00:00:00;6.175,75675000
NE;Nordeste;28/07/2021 00:00:00;11.634,96562500
S;Sul;28/07/2021 00:00:00;12.504,02083333
SE;Sudeste/Centro-Oeste;28/07/2021 00:00:00;38.525,49366667
N;Norte;29/07/2021 00:00:00;6.174,46195833
NE;Nordeste;29/07/2021 00:00:00;11.802,10075000
S;Sul;29/07/2021 00:00:00;12.598,61337500
SE;Sudeste/Centro-Oeste;29/07/2021 00:00:00;37.011,75158333
N;Norte;30/07/2021 00:00:00;6.035,71604167
NE;Nordeste;30/07/2021 00:00:00;11.853,13695833
S;Sul;30/07/2021 00:00:00;12.397,89854167
SE;Sudeste/Centro-Oeste;30/07/2021 00:00:00;36.666,39525000
N;Norte;31/07/2021 00:00:00;5.886,25866667
NE;Nordeste;31/07/2021 00:00:00;11.275,96487500
S;Sul;31/07/2021 00:00:00;10.635,89862500
SE;Sudeste/Centro-Oeste;31/07/2021 00:00:00;34.477,35241667
N;Norte;01/08/2021 00:00:00;5.695,95516667
NE;Nordeste;01/08/2021 00:00:00;10.271,90279167
S;Sul;01/08/2021 00:00:00;9.232,60283333
SE;Sudeste/Centro-Oeste;01/08/2021 00:00:00;31.880,28800000
N;Norte;02/08/2021 00:00:00;6.014,46229167
NE;Nordeste;02/08/2021 00:00:00;11.069,23454167
S;Sul;02/08/2021 00:00:00;11.942,32029167
SE;Sudeste/Centro-Oeste;02/08/2021 00:00:00;36.294,95325000
N;Norte;03/08/2021 00:00:00;6.052,40795833
NE;Nordeste;03/08/2021 00:00:00;11.419,71120833
S;Sul;03/08/2021 00:00:00;12.215,36820833
SE;Sudeste/Centro-Oeste;03/08/2021 00:00:00;37.557,66325000
N;Norte;04/08/2021 00:00:00;6.185,77020833
NE;Nordeste;04/08/2021 00:00:00;11.477,62529167
S;Sul;04/08/2021 00:00:00;12.330,93437500
SE;Sudeste/Centro-Oeste;04/08/2021 00:00:00;37.790,24525000
N;Norte;05/08/2021 00:00:00;6.152,98800000
NE;Nordeste;05/08/2021 00:00:00;11.373,42912500
S;Sul;05/08/2021 00:00:00;12.244,22900000
SE;Sudeste/Centro-Oeste;05/08/2021 00:00:00;37.966,78162500
N;Norte;06/08/2021 00:00:00;6.127,49841667
NE;Nordeste;06/08/2021 00:00:00;11.372,81212500
S;Sul;06/08/2021 00:00:00;12.192,86162500
SE;Sudeste/Centro-Oeste;06/08/2021 00:00:00;38.113,62091667
N;Norte;07/08/2021 00:00:00;5.984,94629167
NE;Nordeste;07/08/2021 00:00:00;10.870,15358333
S;Sul;07/08/2021 00:00:00;10.654,67470833
SE;Sudeste/Centro-Oeste;07/08/2021 00:00:00;35.698,94112500
N;Norte;08/08/2021 00:00:00;5.774,89758333
NE;Nordeste;08/08/2021 00:00:00;10.036,76350000
S;Sul;08/08/2021 00:00:00;9.040,79491667
SE;Sudeste/Centro-Oeste;08/08/2021 00:00:00;32.291,24783333
N;Norte;09/08/2021 00:00:00;6.331,67704167
NE;Nordeste;09/08/2021 00:00:00;11.097,04462500
S;Sul;09/08/2021 00:00:00;11.935,69995833
SE;Sudeste/Centro-Oeste;09/08/2021 00:00:00;37.531,58558333
N;Norte;10/08/2021 00:00:00;6.444,65679167
NE;Nordeste;10/08/2021 00:00:00;11.390,49366667
S;Sul;10/08/2021 00:00:00;12.475,22475000
SE;Sudeste/Centro-Oeste;10/08/2021 00:00:00;39.012,19825000
N;Norte;11/08/2021 00:00:00;6.395,07633333
NE;Nordeste;11/08/2021 00:00:00;11.430,05266667
S;Sul;11/08/2021 00:00:00;12.324,81850000
SE;Sudeste/Centro-Oeste;11/08/2021 00:00:00;38.985,06933333
N;Norte;12/08/2021 00:00:00;6.341,75787500
NE;Nordeste;12/08/2021 00:00:00;11.466,24587500
S;Sul;12/08/2021 00:00:00;12.578,94529167
SE;Sudeste/Centro-Oeste;12/08/2021 00:00:00;38.790,07133333
N;Norte;13/08/2021 00:00:00;6.033,28516667
NE;Nordeste;13/08/2021 00:00:00;11.461,98283333
S;Sul;13/08/2021 00:00:00;12.410,79583333
SE;Sudeste/Centro-Oeste;13/08/2021 00:00:00;38.759,53191667
N;Norte;14/08/2021 00:00:00;5.876,56845833
NE;Nordeste;14/08/2021 00:00:00;11.141,43795833
S;Sul;14/08/2021 00:00:00;10.540,17183333
SE;Sudeste/Centro-Oeste;14/08/2021 00:00:00;36.079,18266667
N;Norte;15/08/2021 00:00:00;5.730,96612500
NE;Nordeste;15/08/2021 00:00:00;10.477,96400000
S;Sul;15/08/2021 00:00:00;9.230,47954167
