Data,Region,Average_Consumption,month,year,Average_Consumption_lag_1,Average_Consumption_lag_12,Average_Consumption_rolling_mean_3
2022-02-01,Nordeste,11754.37,2,2022,11272.55,11218.18,11563.746666666666
2022-02-01,Norte,5855.55,2,2022,5763.09,5661.05,5863.973333333332
2022-02-01,Sul,13706.17,2,2022,13600.34,12689.41,13323.923333333334
2022-03-01,Nordeste,11567.36,3,2022,11754.37,11499.67,11531.426666666666
2022-03-01,Sudeste/CO,44403.23,3,2022,42446.9,41979.2,42691.799999999996
2022-03-01,Sul,12617.74,3,2022,13706.17,12923.32,13308.083333333334
2022-03-01,Norte,5688.88,3,2022,5855.55,5821.54,5769.173333333333
2022-04-01,Nordeste,11332.98,4,2022,11567.36,11163.71,11551.570000000002
2022-04-01,Sudeste/CO,40913.24,4,2022,44403.23,38720.88,42587.79
2022-04-01,Norte,5851.57,4,2022,5688.88,6006.17,5798.666666666667
2022-04-01,Sul,11135.39,4,2022,12617.74,12000.24,12486.433333333334
2022-05-01,Sul,11049.63,5,2022,11135.39,11421.82,11600.92
2022-05-01,Norte,6039.45,5,2022,5851.57,6008.31,5859.966666666667
2022-05-01,Nordeste,11080.76,5,2022,11332.98,10767.94,11327.033333333333
2022-05-01,Sudeste/CO,38288.3,5,2022,40913.24,38155.86,41201.590000000004
2022-06-01,Sul,11211.2,6,2022,11049.63,11291.34,11132.073333333334
2022-06-01,Nordeste,10408.51,6,2022,11080.76,10967.23,10940.75
2022-06-01,Sudeste/CO,37455.67,6,2022,38288.3,37596.18,38885.73666666667
2022-06-01,Norte,6068.86,6,2022,6039.45,5959.34,5986.626666666666
2022-07-01,Sul,11335.33,7,2022,11211.2,11619.35,11198.720000000001
2022-07-01,Nordeste,10488.69,7,2022,10408.51,11038.13,10659.32
2022-07-01,Sudeste/CO,37825.3,7,2022,37455.67,36489.12,37856.42333333333
2022-07-01,Norte,6279.74,7,2022,6068.86,5939.41,6129.349999999999
2022-08-01,Nordeste,10808.89,8,2022,10488.69,11276.1,10568.696666666665
2022-08-01,Sudeste/CO,38015.06,8,2022,37825.3,38117.23,37765.34333333333
2022-08-01,Sul,11085.67,8,2022,11335.33,11642.07,11210.733333333335
2022-08-01,Norte,6583.72,8,2022,6279.74,6283.03,6310.7733333333335
2022-09-01,Nordeste,10992.91,9,2022,10808.89,11972.6,10763.496666666666
2022-09-01,Norte,6698.7,9,2022,6583.72,6351.77,6520.72
2022-09-01,Sul,11042.75,9,2022,11085.67,11449.04,11154.583333333334
2022-09-01,Sudeste/CO,38464.87,9,2022,38015.06,40340.28,38101.74333333334
2022-10-01,Sul,10787.16,10,2022,11042.75,11084.3,10971.86
2022-10-01,Nordeste,11621.16,10,2022,10992.91,12179.03,11140.986666666666
2022-10-01,Norte,6642.54,10,2022,6698.7,6170.16,6641.653333333333
2022-10-01,Sudeste/CO,39624.2,10,2022,38464.87,37630.33,38701.37666666667
2022-11-01,Sul,11383.32,11,2022,10787.16,12468.52,11071.076666666668
2022-11-01,Nordeste,11456.45,11,2022,11621.16,11923.98,11356.839999999998
2022-11-01,Sudeste/CO,38870.22,11,2022,39624.2,39761.94,38986.43
2022-11-01,Norte,6590.32,11,2022,6642.54,6124.62,6643.853333333333
2022-12-01,Norte,6482.19,12,2022,6590.32,5973.28,6571.683333333333
2022-12-01,Sul,12022.32,12,2022,11383.32,12665.26,11397.6
2022-12-01,Nordeste,11308.88,12,2022,11456.45,11664.32,11462.163333333336
2022-12-01,Sudeste/CO,38728.2,12,2022,38870.22,39777.99,39074.206666666665
2023-01-01,Nordeste,11510.28,1,2023,11308.88,11272.55,11425.203333333333
2023-01-01,Sudeste/CO,39957.99,1,2023,38728.2,41225.27,39185.469999999994
2023-01-01,Norte,6301.6,1,2023,6482.19,5763.09,6458.036666666667
2023-01-01,Sul,13003.63,1,2023,12022.32,13600.34,12136.423333333332
2023-02-01,Norte,6432.48,2,2023,6301.6,5855.55,6405.423333333333
2023-02-01,Sudeste/CO,42456.56,2,2023,39957.99,42446.9,40380.916666666664
2023-02-01,Sul,13121.99,2,2023,13003.63,13706.17,12715.979999999998
2023-02-01,Nordeste,11813.24,2,2023,11510.28,11754.37,11544.133333333333
2023-03-01,Sudeste/CO,43184.89,3,2023,42456.56,44403.23,41866.479999999996
2023-03-01,Sul,13524.78,3,2023,13121.99,12617.74,13216.799999999997
2023-03-01,Norte,6651.46,3,2023,6432.48,5688.88,6461.846666666667
2023-03-01,Nordeste,11487.94,3,2023,11813.24,11567.36,11603.82
2023-04-01,Nordeste,11321.74,4,2023,11487.94,11332.98,11540.973333333333
2023-04-01,Sul,11549.97,4,2023,13524.78,11135.39,12732.246666666666
2023-04-01,Sudeste/CO,39473.59,4,2023,43184.89,40913.24,41705.01333333333
2023-04-01,Norte,6798.25,4,2023,6651.46,5851.57,6627.3966666666665
2023-05-01,Norte,7190.17,5,2023,6798.25,6039.45,6879.959999999999
2023-05-01,Sudeste/CO,39817.59,5,2023,39473.59,38288.3,40825.35666666667
2023-05-01,Sul,12072.26,5,2023,11549.97,11049.63,12382.336666666668
2023-05-01,Nordeste,11956.66,5,2023,11321.74,11080.76,11588.779999999999
2023-06-01,Sul,11714.03,6,2023,12072.26,11211.2,11778.753333333334
2023-06-01,Norte,7115.85,6,2023,7190.17,6068.86,7034.756666666667
2023-06-01,Nordeste,11653.24,6,2023,11956.66,10408.51,11643.88
2023-06-01,Sudeste/CO,38619.01,6,2023,39817.59,37455.67,39303.39666666667
2023-07-01,Sudeste/CO,38360.99,7,2023,38619.01,37825.3,38932.53
2023-07-01,Norte,7210.47,7,2023,7115.85,6279.74,7172.163333333334
2023-07-01,Nordeste,11600.14,7,2023,11653.24,10488.69,11736.68
2023-07-01,Sul,11801.4,7,2023,11714.03,11335.33,11862.563333333334
2023-08-01,Nordeste,11989.97,8,2023,11600.14,10808.89,11747.783333333333
2023-08-01,Sul,12204.29,8,2023,11801.4,11085.67,11906.573333333334
2023-08-01,Sudeste/CO,40747.42,8,2023,38360.99,38015.06,39242.473333333335
2023-08-01,Norte,7557.02,8,2023,7210.47,6583.72,7294.446666666667
2023-09-01,Nordeste,12315.06,9,2023,11989.97,10992.91,11968.39
2023-09-01,Sul,12237.75,9,2023,12204.29,11042.75,12081.146666666667
2023-09-01,Sudeste/CO,43415.48,9,2023,40747.42,38464.87,40841.29666666667
2023-09-01,Norte,7746.98,9,2023,7557.02,6698.7,7504.823333333334
2023-10-01,Sul,12344.29,10,2023,12237.75,10787.16,12262.11
2023-10-01,Norte,7763.91,10,2023,7746.98,6642.54,7689.303333333333
2023-10-01,Nordeste,13051.16,10,2023,12315.06,11621.16,12452.063333333334
2023-10-01,Sudeste/CO,44093.9,10,2023,43415.48,39624.2,42752.26666666667
2023-11-01,Sul,13212.25,11,2023,12344.29,11383.32,12598.096666666666
2023-11-01,Norte,7618.25,11,2023,7763.91,6590.32,7709.713333333333
2023-11-01,Nordeste,13514.74,11,2023,13051.16,11456.45,12960.32
2023-11-01,Sudeste/CO,46313.89,11,2023,44093.9,38870.22,44607.756666666675
2023-12-01,Norte,7249.95,12,2023,7618.25,6482.19,7544.036666666667
2023-12-01,Sudeste/CO,46195.92,12,2023,46313.89,38728.2,45534.57
2023-12-01,Sul,14019.74,12,2023,13212.25,12022.32,13192.093333333332
2023-12-01,Nordeste,13170.85,12,2023,13514.74,11308.88,13245.583333333334
2024-01-01,Norte,7282.62,1,2024,7249.95,6301.6,7383.606666666667
2024-01-01,Sudeste/CO,45239.25,1,2024,46195.92,39957.99,45916.35333333333
2024-01-01,Nordeste,13173.18,1,2024,13170.85,11510.28,13286.256666666666
2024-01-01,Sul,14048.42,1,2024,14019.74,13003.63,13760.136666666667
2024-02-01,Sudeste/CO,46597.78,2,2024,45239.25,42456.56,46010.98333333334
2024-02-01,Norte,7311.07,2,2024,7282.62,6432.48,7281.213333333333
2024-02-01,Nordeste,13191.39,2,2024,13173.18,11813.24,13178.473333333333
2024-02-01,Sul,15666.3,2,2024,14048.42,13121.99,14578.153333333334
2024-03-01,Norte,7383.89,3,2024,7311.07,6651.46,7325.860000000001
2024-03-01,Sudeste/CO,47170.8,3,2024,46597.78,43184.89,46335.943333333336
2024-03-01,Nordeste,13409.23,3,2024,13191.39,11487.94,13257.933333333334
2024-03-01,Sul,14535.69,3,2024,15666.3,13524.78,14750.136666666667
2024-04-01,Norte,7441.54,4,2024,7383.89,6798.25,7378.833333333333
2024-04-01,Nordeste,13074.2,4,2024,13409.23,11321.74,13224.94
2024-04-01,Sudeste/CO,45701.52,4,2024,47170.8,39473.59,46490.03333333333
2024-04-01,Sul,13518.56,4,2024,14535.69,11549.97,14573.516666666668
2024-05-01,Sul,12542.55,5,2024,13518.56,12072.26,13532.266666666668
2024-05-01,Norte,7703.42,5,2024,7441.54,7190.17,7509.616666666668
2024-05-01,Sudeste/CO,44316.93,5,2024,45701.52,39817.59,45729.75
2024-05-01,Nordeste,12821.14,5,2024,13074.2,11956.66,13101.523333333333
2024-06-01,Nordeste,12193.81,6,2024,12821.14,11653.24,12696.383333333331
2024-06-01,Norte,7721.25,6,2024,7703.42,7115.85,7622.07
2024-06-01,Sudeste/CO,41439.09,6,2024,44316.93,38619.01,43819.17999999999
2024-06-01,Sul,12601.21,6,2024,12542.55,11714.03,12887.439999999997
2024-07-01,Sudeste/CO,41012.29,7,2024,41439.09,38360.99,42256.10333333333
2024-07-01,Sul,12955.0,7,2024,12601.21,11801.4,12699.586666666664
2024-07-01,Nordeste,12296.83,7,2024,12193.81,11600.14,12437.26
2024-07-01,Norte,7813.43,7,2024,7721.25,7210.47,7746.033333333333
2024-08-01,Norte,8105.58,8,2024,7813.43,7557.02,7880.086666666667
2024-08-01,Sudeste/CO,42059.6,8,2024,41012.29,40747.42,41503.659999999996
2024-08-01,Sul,13015.82,8,2024,12955.0,12204.29,12857.343333333332
2024-08-01,Nordeste,12832.09,8,2024,12296.83,11989.97,12440.910000000002
2024-09-01,Sudeste/CO,45974.78,9,2024,42059.6,43415.48,43015.556666666664
2024-09-01,Nordeste,13109.96,9,2024,12832.09,12315.06,12746.293333333333
2024-09-01,Norte,8498.04,9,2024,8105.58,7746.98,8139.016666666667
2024-09-01,Sul,12846.21,9,2024,13015.82,12237.75,12939.01
2024-10-01,Nordeste,13749.61,10,2024,13109.96,13051.16,13230.553333333331
2024-10-01,Sul,13452.27,10,2024,12846.21,12344.29,13104.766666666668
2024-10-01,Sudeste/CO,45186.27,10,2024,45974.78,44093.9,44406.88333333333
2024-10-01,Norte,8375.46,10,2024,8498.04,7763.91,8326.36
2024-11-01,Nordeste,13833.6,11,2024,13749.61,13514.74,13564.39
2024-11-01,Sul,14324.71,11,2024,13452.27,13212.25,13541.063333333334
2024-11-01,Sudeste/CO,44152.97,11,2024,45186.27,46313.89,45104.67333333333
2024-11-01,Norte,8294.47,11,2024,8375.46,7618.25,8389.323333333334
2024-12-01,Sudeste/CO,44722.32,12,2024,44152.97,46195.92,44687.18666666667
2024-12-01,Nordeste,13769.79,12,2024,13833.6,13170.85,13784.333333333334
2024-12-01,Sul,13162.19,12,2024,14324.71,14019.74,13646.39
2024-12-01,Norte,7895.49,12,2024,8294.47,7249.95,8188.473333333332
2025-01-01,Norte,7636.91,1,2025,7895.49,7282.62,7942.29
2025-01-01,Sul,15296.75,1,2025,13162.19,14048.42,14261.216666666667
2025-01-01,Sudeste/CO,46753.53,1,2025,44722.32,45239.25,45209.60666666667
2025-01-01,Nordeste,13413.74,1,2025,13769.79,13173.18,13672.376666666669
2025-02-01,Sul,16712.78,2,2025,15296.75,15666.3,15057.24
2025-02-01,Sudeste/CO,51048.59,2,2025,46753.53,46597.78,47508.14666666667
2025-02-01,Norte,7705.45,2,2025,7636.91,7311.07,7745.95
2025-02-01,Nordeste,13739.95,2,2025,13413.74,13191.39,13641.160000000002
2025-03-01,Sudeste/CO,48550.61,3,2025,51048.59,47170.8,48784.243333333325
2025-03-01,Norte,7945.51,3,2025,7705.45,7383.89,7762.623333333333
2025-03-01,Nordeste,13790.46,3,2025,13739.95,13409.23,13648.050000000001
2025-03-01,Sul,15662.13,3,2025,16712.78,14535.69,15890.553333333331
2025-04-01,Sudeste/CO,44250.03,4,2025,48550.61,45701.52,47949.743333333325
2025-04-01,Sul,13190.36,4,2025,15662.13,13518.56,15188.423333333332
2025-04-01,Nordeste,13829.25,4,2025,13790.46,13074.2,13786.553333333335
2025-04-01,Norte,8099.94,4,2025,7945.51,7441.54,7916.966666666667
2025-05-01,Sudeste/CO,41856.36,5,2025,44250.03,44316.93,44885.666666666664
2025-05-01,Sul,12914.78,5,2025,13190.36,12542.55,13922.423333333334
2025-05-01,Norte,8147.8,5,2025,8099.94,7703.42,8064.416666666667
2025-05-01,Nordeste,13322.29,5,2025,13829.25,12821.14,13647.333333333334
2025-06-01,Norte,8219.81,6,2025,8147.8,7721.25,8155.849999999999
2025-06-01,Nordeste,13131.79,6,2025,13322.29,12193.81,13427.776666666667
2025-06-01,Sudeste/CO,42065.74,6,2025,41856.36,41439.09,42724.043333333335
2025-06-01,Sul,12988.4,6,2025,12914.78,12601.21,13031.18
